1,"免费奖励"
2,"看广告可以使用这个厉害的武器哟~"
3,"取消"
4,"Play Ads"
5,"1"
6,"2"
7,"3"
8,"0"
9,"4"
10,"5"
11,"6"
12,"R"
13,"7"
14,"8"
15,"9"
16,"OK"
17,"A"
18,"Text"
19,"还原"
20,"不要轻易暴露自己的身份
远离那些试图靠近你的人
不要相信任何人
每个人都可能很危险!"
21,"温馨提示"
22,"掏出手枪后，点击屏幕射击
找到隐藏的凶手，击败他!
不要攻击平民"
23,"侦探教学"
24,"掏出手枪"
25,"收起手枪"
26,"准星图标"
27,"掏出近战武器后，会自动攻击周围玩家
掏出远程飞刀后，点击准星来扔出
击败所有人，小心侦探!"
28,"凶手教学"
29,"掏出近战匕首"
30,"掏出远程飞刀"
31,"收起武器"
32,"Button"
33,"Wanna play a game with me? "
34,"警探"
35,"MetaWorld"
36,"达拉崩吧斑得贝迪卜多比鲁翁"
37,"黑手党"
38,"VS"
39,"Text_Content_12007"
40,"Text_Content_12008"
41,"杀手"
42,"Text_Content_12009"
43,"99"
44,"消灭了3名学生"
45,"9999"
46,"Text_Content_12014"
47,"Text_Content_12015"
48,"特权生效中"
49,"Text_Content_12016"
50,"Text_Content_12017"
51,"Your first round is over, take a look at the settlement panel"
52,"Here is the final result of the game"
53,"Here shows the two players who impacted the game most as well as their wins and losses"
54,"Here's shows your earning in this round"
55,"CONFIRM"
56,"youwillpay10000forthis"
57,"Yes"
58,"No"
59,"1111111111111111111"
60,"22222222222222"
61,"3333333"
62,"Defeat1and1execute1them1"
63,"分组"
64,"命令"
65,"执行"
66,"购买"
67,"物品名字物品名字"
68,"100000"
69,"抽奖获得"
70,"Loading"
71,"武器名字"
72,"3%"
73,"Text_Content_12024"
74,"Text_Content_12019"
75,"1231321"
76,"抽奖"
77,"1000"
78,"Text_Content_12020"
79,"Text_Content_12021"
80,"300s"
81,"Text_Content_12022"
82,"Text_Content_12023"
83,"10/200"
84,"Text_Content_12025"
85,"武器名称"
86,"Text_Content_12026"
87,"200"
88,"99999"
89,"距离对局开始还有"
90,"Text_Content_20030"
91,"观战"
92,"Text_Content_20009"
93,"Text_Content_12018"
94,"能力"
95,"免费领券"
96,"兑换"
97,"请选择要游玩的地图"
98,"地图名称一"
99,"16"
100,"地图名称二"
101,"地图名称三"
102,"Text_Content_20033"
103,"Text_Content_20019"
104,"Text_Content_20020"
105,"Text_Content_20014"
106,"Text_Content_20029"
107,"Text_Content_20013"
108,"Text_Content_20012"
109,"23333333"
110,"Text_Content_20015"
111,"Text_Content_20016"
112,"Text_Content_20017"
113,"Text_Content_20018"
114,"2333333"
115,"Text_Content_20021"
116,"Text_Content_20022"
117,"Text_Content_20023"
118,"Text_Content_20024"
119,"凶手能力装配"
120,"能力详情"
121,"装备"
122,"已拥有"
123,"装备中"
124,"能力名称"
125,"详情描述"
126,"金币购买"
127,"钻石购买"
128,"Start"
129,"TownMystory"
130,"本轮胜利者！"
131,"玩家A"
132,"广告券兑换"
133,"兑换 奖励"
134,"消耗"
135,"999"
136,"会员特权"
137,"炫酷红色昵称，与众不同！
每局获得更多金币和经验~"
138,"233乐园大会员生效期间自动激活"
139,"已激活"
140,"超级特权"
141,"凶手概率翻倍，爽快体验~
专属拖尾、武器形象，秀出不同！"
142,"购买消耗"
143,"*1"
144,"剩余生效时间"
145,"一只小猪一只小猪Text"
146,"动作1"
147,"你的身份是1"
148,"1参与对局将提升概率1"
149,"超级特权生效中"
150,"Detective"
151,"Maffia"
152,"Civilian"
153,"成为黑手党的概率1"
154,"胜利！"
155,"失败"
156,"You Die"
157,"On behalf of justice, you can't shoot randomly, attacking good people leads to your own death"
158,"Text_Content_20032"
159,"99.99"
160,"0/5"
161,"存活经验：+{0}EXP"
162,"00:00"
163,"身份目标提示放在这里"
164,"1/10"
165,"待拾取"
166,"你的身份是："
167,"身份目标"
168,"活下去"
169,"目标1"
170,"目标2"
171,"9999999"
172,"PlayerName"
173,"30"
174," 消灭!"
175,"Text_Content_11001"
176,"${this.mYesBtn.text}失败，请重试"
177,"领取"
178,"Death :: AI ${ai.aiModel.gameObjectId} 死亡模型 ==== 播放动作 Deathmodel: ${this.deathModelMap.get(ai.aiModel).gameObjectId} ain: ${deathGuid}"
179,"没有传入图片guid"
180,"S调用:\n"
181,"========================\nC调用:\n"
182,"对局正式开始"
183,"玩家购买能力"
184,"玩家个人结算"
185,"大厅按钮点击率"
186,"抽奖按钮点击率"
187,"点击结算双倍金币"
188,"游戏结束"
189,"按钮点击事件"
190,"玩家开始新手引导"
191,"新手引导的第几步"
192,"新手引导事件完成"
193,"玩家第一轮对局开始"
194,"玩家关键行为"
195,"玩家第一轮结束"
196,"玩家每次点击购买按钮并成功购买物品"
197,"玩家每次点击装备按钮并成功装备物品"
198,"玩家使用快捷短语"
199,"玩家选择那张地图"
200,"玩家使用广告券购买物品"
201,"玩家购买大会员礼包"
202,"FSM游戏中有玩家离开"
203,"暂时存储玩家数据1"
204,"暂时存储玩家数据2"
205,"FSM游戏结束中有玩家离开"
206,"金币已达上限"
207,"有玩家没有成功进入场景，游戏重新开始"
208,"玩家"
209,"死亡了"
210,"Camera :: ===== 相机设置1"
211,"Camera :: ===== 相机设置2"
212,"有玩家进入了道具触发器"
213,"有玩家游戏前离开"
214,"警察留下枪械"
215,"有玩家离开"
216,"找不到玩家信息playerleave"
217,"玩家不是第一次离开当局游戏"
218,"玩家已经死亡过了"
219,"警察或英雄死亡，留下枪械"
220,"gameplayerCheck:找不到info"
221,"当前死亡总人数"
222,"Death ::当前死亡人数 ${dieNum} 黑手党是否存活 ${spyExist}"
223,"生成保护壳"
224,"玩家受到伤害"
225,"人机受到伤害"
226,"关闭玩家 =====${player.playerId}"
227,"confirmTerminator: 警探 AI   ====== ${GameGlobals.policeAi.aiModel.gameObjectId}"
228,"confirmTerminator: 警探 ==== 报错"
229,"confirmTerminator: 黑手党 真人 ====== ${GameGlobals.spyPlayer.playerId}"
230,"confirmTerminator: 黑手党 AI   ====== ${GameGlobals.spyAi.aiModel.gameObjectId}"
231,"confirmTerminator: 黑手党 ==== 报错"
232,"confirmTerminator: 英雄 真人 ====== ${GameGlobals.heroPlayer.playerId}"
233,"confirmTerminator: 英雄 AI   ====== ${GameGlobals.heroAi.aiModel.gameObjectId}"
234,"confirmTerminator: 英雄 ==== 报错"
235,"confirmTerminator: 终结者 ==== 没有"
236,"leave :: 离线玩家 ==== 终结者"
237,"leave :: 离线玩家 ==== 不是终结者"
238,"免费抽奖~\n再送一张广告券"
239,"钻石数量不足"
240,"金币数量不足"
241,"广告券数量不足"
242,"随机的角色id为:"
243,"Camera :: ===== 相机重置前判断:: ${bo}"
244,"kang log 今日首次领取奖励后开始倒计时"
245,"kang log 已经达到上限"
246,"kang log 正在倒计时"
247,"kang log 已经观看了"
248,"次广告"
249,"免费领取${num}金币"
250,"kang log 当前玩家观看大厅广告次数:"
251,"大厅观看次数累计"
252,"  大厅激励-广告上限L:"
253,"kang log 正在倒计时 "
254,"kang log 倒计时结束"
255,"BGM ==== 大厅"
256,"ssssssss当前currentPlayer人数"
257,"kang log 倒计时到第二天了，刷新今日参加场数！！！！！！！！"
258,"免费领取双倍金币\n再送一张广告券"
259,"kang log 重置当天进行的场数"
260,"激活金币"
261,"销毁金币"
262,"SZW得不到玩家数据"
263,"不是对局中的玩家"
264,"遗留枪的位置发生改变"
265,"BGM ==== 地图选择"
266,"客户端：开始观战"
267,"玩家主动停止观战"
268,"将该玩家移除观战"
269,"免费领取2张广告券"
270,"皮肤"
271,"击中角色"
272,"击中自己"
273,"击中目标"
274,"人形对象"
275,"角色"
276,"ai不存在"
277,"子弹击中人机1"
278,"子弹击中人1"
279,"子弹击中人机2"
280,"子弹击中人2"
281,"在pie环境下如果想要vip请使用gm"
282,"目标类型"
283,"子弹击中物体"
284,"黑手党视野范围"
285,"黑手党静止"
286,"黑手党亮刀"
287,"黑手党追击时间"
288,"黑手党攻击命中率"
289,"警探英雄视野范围"
290,"警探英雄静止"
291,"警探英雄亮枪"
292,"周围有黑手党时=1"
293,"警探英雄追击时间"
294,"也是开枪的持续时间"
295,"警探英雄向不明身份玩家开枪概率"
296,"对亮刀的黑手党会百分百持续射击"
297,"警探开枪率"
298,"警探开枪距离范围"
299,"平民视野范围"
300,"平民静止"
301,"平民跟随警探"
302,"平民拾取掉落武器概率"
303,"拾取武器概率、拾取能量球概率、进入下一随机点概率，和为1"
304,"平民拾取能量球概率"
305,"平民进入下一个随机点概率"
306,"AI名称1"
307,"AI名称2"
308,"AI名称3"
309,"AI名称4"
310,"AI名称5"
311,"AI名称6"
312,"AI名称7"
313,"AI名称8"
314,"AI名称9"
315,"AI名称10"
316,"AI名称11"
317,"按钮通用音效"
318,"随机身份的咔哒声"
319,"选中身份的强调音"
320,"换弹音效"
321,"10001菜刀攻击音效"
322,"20001手枪攻击音效"
323,"10001菜刀\\20001手枪命中音效"
324,"死亡人声"
325,"吃金币"
326,"死亡心跳声"
327,"金币袋满声"
328,"获得能量球"
329,"挥刀备用音"
330,"局外BGM"
331,"10002攻击音效"
332,"10003攻击音效"
333,"20002攻击音效"
334,"20003攻击音效"
335,"角色形象1"
336,"角色：11000"
337,"角色形象2"
338,"角色形象3"
339,"角色形象4"
340,"角色头像1"
341,"角色头像2"
342,"角色头像3"
343,"角色头像4"
344,"樱校角色头像1"
345,"樱校角色头像2"
346,"樱校角色头像3"
347,"樱校角色头像4"
348,"樱校角色形象1"
349,"樱校角色形象2"
350,"樱校角色形象3"
351,"樱校角色形象4"
352,"武器图标1"
353,"武器：11100"
354,"商店武器1"
355,"商店武器2"
356,"商店武器3"
357,"商店武器4"
358,"身份：11200"
359,"平民"
360,"英雄"
361,"角色头像5"
362,"角色头像6"
363,"角色头像7"
364,"角色头像8"
365,"角色形象5"
366,"角色形象6"
367,"角色形象7"
368,"角色形象8"
369,"角色头像9"
370,"角色头像10"
371,"角色头像11"
372,"角色头像12"
373,"角色头像13"
374,"角色头像14"
375,"角色形象9"
376,"角色形象10"
377,"角色形象11"
378,"角色形象12"
379,"角色形象13"
380,"角色形象14"
381,"商店特效1"
382,"商店特效2"
383,"商店特效3"
384,"商店特效4"
385,"商店特效5"
386,"商店特效6"
387,"地图图标1"
388,"地图图标2"
389,"大厅金币堆图标"
390,"金币图标"
391,"钻石图标"
392,"保护壳特效"
393,"武器掉落特效"
394,"道具特效"
395,"保护壳破碎特效"
396,"拖尾特效1"
397,"拖尾特效2"
398,"拖尾特效3"
399,"拖尾特效4"
400,"拖尾特效5"
401,"拖尾特效6"
402,"10003攻击特效"
403,"20003攻击特效"
404,"新特效1-火焰"
405,"新特效2-女巫"
406,"新特效3-骑士"
407,"新特效4-魔鬼"
408,"新特效5-恶魔"
409,"武器模型10002"
410,"商店武器模型：21000"
411,"武器模型10003"
412,"武器模型20002"
413,"武器模型20003"
414,"持刀姿态"
415,"持枪姿态"
416,"死亡倒地姿态"
417,"男性默认"
418,"女性默认"
419,"近战攻击动作"
420,"远程攻击动作"
421,"远程CD动作：换弹"
422,"右手掏枪、掏刀动作"
423,"死亡动作1"
424,"死亡动作2"
425,"商店特效7"
426,"商店特效8"
427,"商店特效9"
428,"商店特效10"
429,"商店特效11"
430,"角色头像15"
431,"角色头像16"
432,"角色头像17"
433,"角色头像18"
434,"角色头像19"
435,"角色头像20"
436,"角色头像21"
437,"角色头像22"
438,"角色头像23"
439,"角色头像24"
440,"角色头像25"
441,"角色头像26"
442,"角色头像27"
443,"角色头像28"
444,"角色头像29"
445,"角色形象15"
446,"角色形象16"
447,"角色形象17"
448,"角色形象18"
449,"角色形象19"
450,"角色形象20"
451,"角色形象21"
452,"角色形象22"
453,"角色形象23"
454,"角色形象24"
455,"角色形象25"
456,"角色形象26"
457,"角色形象27"
458,"角色形象28"
459,"角色形象29"
460,"逻辑对象投掷物"
461,"子弹模型预加载"
462,"金币模型"
463,"丢飞刀"
464,"投掷架势"
465,"拔刀"
466,"持刀"
467,"反手持刀"
468,"下刺"
469,"投掷架势2"
470,"投掷"
471,"上举持枪"
472,"换弹"
473,"开枪（单次）"
474,"刀预制体"
475,"斧子模型"
476,"尼泊尔军刀模型"
477,"左轮手枪模型"
478,"冲锋枪模型"
479,"步枪模型"
480,"菜刀模型"
481,"鱼"
482,"匕首1"
483,"匕首2"
484,"胜利展示动作"
485,"医院预览"
486,"胜利展示动作播不了"
487,"胜利展示动作新"
488,"死亡姿态2"
489,"死亡姿态3"
490,"AI跑步动画"
491,"位移加速为1.1倍"
492,"飞刀移速加速为1.6倍"
493,"爆炸飞刀"
494,"我是{1}"
495,"凶手是谁？"
496,"😡气死我了"
497,"救命💦"
498,"别刀我😭"
499,"谢谢你🙏"
500,"🤺退！🤺退！🤺退！"
501,"💯满分操作！"
502,"🎭我要开始表演了~"
503,"学生"
504,"凶手"
505,"红色"
506,"紫色"
507,"蓝色"
508,"绿色"
509,"白色"
510,"一袋金币"
511,"一箱金币"
512,"限定武器-樱"
513,"限定武器-蝶"
514,"快速投掷体验券"
515,"爆炸飞刀体验券"
516,"幽灵斗篷体验券"
517,"每拯救一名学生"
518,"凶手每次击杀"
519,"身份名称（学生）"
520,"身份"
521,"这里是本局中你的身份"
522,"身份目标（学生）"
523,"这里是你本局的目标，不知道做什么的话就看一下这里吧"
524,"身份目标1（学生）"
525,"努力活下来才能够获得胜利~"
526,"身份目标2-1（学生）"
527,"这是能量球："
528,"身份目标2-2（学生）"
529,"集齐能量球，可以获得一层保护壳"
530,"身份目标（凶手）"
531,"这里是你本局的目标，在对局结束前完成目标才能获得胜利"
532,"身份目标（侦探）"
533,"身份目标（英雄）"
534,"你有了新的目标，击杀凶手，保护学生"
535,"身份名称（侦探）"
536,"身份名称（凶手）"
537,"身份名称（英雄）"
538,"恭喜你拾取到武器，现在你成为了一名英雄"
539,"第一次吃到金币"
540,"金币"
541,"本局游戏内获得的金币将存储在这里，结算时会发放给你；不过金币袋是有上限的，袋子装满就无法获得了"
542,"金币袋满了"
543,"金币袋已经满了，本局无法再拾取金币了"
544,"切换引导（凶手）"
545,"攻击"
546,"点击这里可以切换姿态，选择亮出武器或藏起武器"
547,"攻击引导（凶手）"
548,"在亮出武器后，可以点击这里进行攻击"
549,"切换引导（侦探）"
550,"攻击引导（侦探）"
551,"切换引导（英雄）"
552,"攻击引导（英雄）"
553,"保护壳(学生）"
554,"保护壳"
555,"恭喜你集齐了道具！现在你获得了一个保护壳！保护壳可以为你抵挡一次来自其他玩家的攻击，但是每局游戏只能获得一次"
556,"圈出结算界面"
557,"结算"
558,"现在你的第一局游戏已经结束，来看看结算面板吧"
559,"圈出结算标语"
560,"这里说明了对局的最终结果"
561,"圈出结算关键信息"
562,"这里显示了对对局产生影响最大的两方玩家和他们的胜负"
563,"圈出结算收益"
564,"这里显示了你在本轮对局获得的收益"
565,"侦探/凶手死亡提示（凶手/侦探）"
566,"死亡"
567,"代表正义的你不可以乱开枪，攻击好人会导致自己死亡"
568,"侦探"
569,"10000：新手引导表"
570,"20000：身份属性表"
571,"当前人数不足"
572,"30000：文本表"
573,"对局进行中"
574,"等待对局开始"
575,"游戏开始倒计时..."
576,"对局结束倒计时"
577,"成为凶手的概率："
578,"（参与对局将增加概率）"
579,"你的身份"
580,"你死了"
581,"击杀所有人{0}/{1}"
582,"击杀凶手{0}/{1}"
583,"收集隐秘的能量球{0}/{1}"
584,"时间到！"
585,"凶手大杀特杀！"
586,"凶手轻松解决了所有人！"
587,"侦探逮捕了凶手！"
588,"一位英雄出现并逆转了局面！"
589,"凶手似乎遗漏了什么..."
590,"合宿谜团"
591,"开始"
592,"观战倒计时"
593,"他的身份是"
594,"加载中..."
595,"货币不足"
596,"商店"
597,"凶手专用"
598,"侦探专用"
599,"枪"
600,"刀"
601,"挂件"
602,"使用"
603,"脱下"
604,"购买物品"
605,"确定"
606,"点击任意一处返回"
607,"购买成功"
608,"地图已选出"
609,"随机地图中"
610,"拖尾"
611,"免费领取"
612,"观看广告领取额外奖励"
613,"观看广告领取补偿"
614,"恭喜获得"
615,"时间还没到，再等一下才能获得哦~"
616,"今天已经得到很多奖励了，明天再来吧~"
617,"存在"
618,"存活经验+{0}EXP"
619,"奖励"
620,"本局身份"
621,"收集金币"
622,"消灭了{0}名学生！"
623,"已存活{0}分{1}秒"
624,"拯救了{0}位学生"
625,"× 1.5 ( 胜利奖励)"
626,"+ 900 ( 胜利奖励)"
627,"观看广告，获得双倍金币！"
628,"UI按钮上的文字"
629,"观看"
630,"武器箱"
631,"观看广告，免费抽奖一次"
632,"距离下次免费："
633,"累计抽奖"
634,"下次必得红色品质武器"
635,"正在打开箱子..."
636,"已拥有，自动回收为金币"
637,"击败所有人，一个也不要放过！"
638,"你是侦探，寻找凶手并击败他！"
639,"你化身英雄，找到凶手击败他！"
640,"活下去..."
641,"本轮终结者！"
642,"请先拿出武器！"
643,"40000：提示表"
644,"变成了英雄！可以拿出武器攻击了！"
645,"收集能量球数量+1~"
646,"本局获得能量球数量已满！"
647,"获得了能量保护壳！可以抵挡一次攻击！"
648,"能量保护壳被击碎了！小心！"
649,"保护壳的能量被吸收了..."
650,"金币袋已满！"
651,"有人被淘汰了！"
652,"侦探死亡了，找找他的武器吧！"
653,"当前没有正在进行的对局！"
654,"密码输入正确"
655,"密码输入错误！"
656,"免费抽取武器皮肤，点击前往！"
657,"广告冷却中"
658,"小刀"
659,"50000：武器表"
660,"左轮手枪"
661,"消防斧"
662,"尼泊尔军刀"
663,"冲锋枪"
664,"步枪"
665,"暗杀匕首"
